bowler,season,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
A Ashish Reddy,2012,9.0,169.0,238.0,11.0,21.636363636363637,8.449704142011834,15.363636363636363
A Ashish Reddy,2013,5.0,41.0,71.0,3.0,23.666666666666668,10.390243902439025,13.666666666666666
A Ashish Reddy,2015,4.0,37.0,51.0,4.0,12.75,8.27027027027027,9.25
A Ashish Reddy,2016,2.0,23.0,40.0,1.0,40.0,10.434782608695652,23.0
A Badoni,2022,2.0,12.0,12.0,2.0,6.0,6.0,6.0
A Badoni,2023,1.0,1.0,0.0,0.0,0.0,0.0,0.0
A Badoni,2024,2.0,12.0,25.0,0.0,0.0,12.5,0.0
A Chandila,2012,4.0,84.0,87.0,5.0,17.4,6.214285714285714,16.8
A Chandila,2013,8.0,150.0,158.0,6.0,26.333333333333332,6.32,25.0
A Choudhary,2017,5.0,108.0,144.0,5.0,28.8,8.0,21.6
A Dananjaya,2018,1.0,25.0,47.0,0.0,0.0,11.28,0.0
A Flintoff,2009,3.0,66.0,106.0,2.0,53.0,9.636363636363637,33.0
A Kamboj,2024,3.0,68.0,115.0,2.0,57.5,10.147058823529411,34.0
A Kumble,2008,10.0,236.0,314.0,8.0,39.25,7.983050847457626,29.5
A Kumble,2009,16.0,358.0,353.0,22.0,16.045454545454547,5.916201117318436,16.272727272727273
A Kumble,2010,16.0,389.0,422.0,19.0,22.210526315789473,6.508997429305913,20.473684210526315
A Mishra,2008,6.0,123.0,140.0,11.0,12.727272727272727,6.829268292682927,11.181818181818182
A Mishra,2009,11.0,262.0,300.0,14.0,21.428571428571427,6.870229007633588,18.714285714285715
A Mishra,2010,14.0,329.0,371.0,20.0,18.55,6.76595744680851,16.45
A Mishra,2011,14.0,324.0,369.0,19.0,19.42105263157895,6.833333333333333,17.05263157894737
A Mishra,2012,14.0,289.0,381.0,13.0,29.307692307692307,7.9100346020761245,22.23076923076923
A Mishra,2013,17.0,376.0,395.0,24.0,16.458333333333332,6.303191489361702,15.666666666666666
A Mishra,2014,10.0,230.0,342.0,8.0,42.75,8.921739130434782,28.75
A Mishra,2015,12.0,249.0,312.0,9.0,34.666666666666664,7.518072289156627,27.666666666666668
A Mishra,2016,14.0,284.0,350.0,14.0,25.0,7.394366197183098,20.285714285714285
A Mishra,2017,14.0,237.0,345.0,10.0,34.5,8.734177215189874,23.7
A Mishra,2018,10.0,226.0,265.0,13.0,20.384615384615383,7.035398230088496,17.384615384615383
A Mishra,2019,11.0,243.0,271.0,11.0,24.636363636363637,6.691358024691358,22.09090909090909
A Mishra,2020,3.0,61.0,72.0,3.0,24.0,7.081967213114755,20.333333333333332
A Mishra,2021,4.0,84.0,109.0,6.0,18.166666666666668,7.785714285714286,14.0
A Mishra,2023,7.0,115.0,151.0,7.0,21.571428571428573,7.878260869565217,16.428571428571427
A Mishra,2024,1.0,12.0,20.0,1.0,20.0,10.0,12.0
A Mithun,2009,1.0,27.0,42.0,0.0,0.0,9.333333333333334,0.0
A Mithun,2010,1.0,20.0,39.0,1.0,39.0,11.7,20.0
A Mithun,2011,12.0,221.0,325.0,6.0,54.166666666666664,8.823529411764705,36.833333333333336
A Mithun,2012,1.0,19.0,34.0,0.0,0.0,10.736842105263158,0.0
A Mithun,2013,1.0,25.0,37.0,1.0,37.0,8.879999999999999,25.0
A Nehra,2008,14.0,280.0,357.0,14.0,25.5,7.65,20.0
A Nehra,2009,13.0,326.0,354.0,22.0,16.09090909090909,6.515337423312883,14.818181818181818
A Nehra,2010,4.0,85.0,102.0,6.0,17.0,7.2,14.166666666666666
A Nehra,2012,13.0,291.0,411.0,12.0,34.25,8.474226804123711,24.25
A Nehra,2013,10.0,221.0,319.0,13.0,24.53846153846154,8.660633484162895,17.0
A Nehra,2014,4.0,93.0,143.0,8.0,17.875,9.225806451612904,11.625
A Nehra,2015,16.0,385.0,453.0,25.0,18.12,7.059740259740259,15.4
A Nehra,2016,8.0,161.0,200.0,11.0,18.181818181818183,7.453416149068324,14.636363636363637
A Nehra,2017,6.0,132.0,198.0,10.0,19.8,9.0,13.2
A Nel,2008,1.0,18.0,31.0,1.0,31.0,10.333333333333334,18.0
A Nortje,2020,16.0,376.0,529.0,23.0,23.0,8.441489361702128,16.347826086956523
A Nortje,2021,8.0,187.0,198.0,12.0,16.5,6.352941176470588,15.583333333333334
A Nortje,2022,6.0,143.0,219.0,9.0,24.333333333333332,9.18881118881119,15.88888888888889
A Nortje,2023,10.0,251.0,370.0,11.0,33.63636363636363,8.844621513944222,22.818181818181817
A Nortje,2024,6.0,140.0,298.0,7.0,42.57142857142857,12.771428571428572,20.0
A Singh,2009,5.0,107.0,100.0,9.0,11.11111111111111,5.607476635514019,11.88888888888889
A Singh,2011,9.0,175.0,222.0,10.0,22.2,7.611428571428571,17.5
A Singh,2012,9.0,204.0,317.0,12.0,26.416666666666668,9.323529411764707,17.0
A Symonds,2008,3.0,44.0,106.0,0.0,0.0,14.454545454545455,0.0
A Symonds,2009,8.0,147.0,162.0,9.0,18.0,6.612244897959184,16.333333333333332
A Symonds,2010,16.0,325.0,385.0,13.0,29.615384615384617,7.107692307692308,25.0
A Symonds,2011,3.0,24.0,41.0,1.0,41.0,10.25,24.0
A Uniyal,2010,2.0,38.0,67.0,3.0,22.333333333333332,10.578947368421053,12.666666666666666
A Zampa,2016,5.0,103.0,117.0,12.0,9.75,6.815533980582524,8.583333333333334
A Zampa,2017,6.0,122.0,164.0,7.0,23.428571428571427,8.065573770491804,17.428571428571427
A Zampa,2020,3.0,67.0,92.0,2.0,46.0,8.238805970149254,33.5
A Zampa,2023,6.0,133.0,189.0,9.0,21.0,8.526315789473683,14.777777777777779
AA Chavan,2011,2.0,30.0,31.0,0.0,0.0,6.2,0.0
AA Chavan,2012,8.0,169.0,245.0,7.0,35.0,8.698224852071005,24.142857142857142
AA Chavan,2013,3.0,56.0,63.0,1.0,63.0,6.75,56.0
AA Jhunjhunwala,2010,5.0,39.0,69.0,0.0,0.0,10.615384615384615,0.0
AA Jhunjhunwala,2011,2.0,13.0,22.0,0.0,0.0,10.153846153846155,0.0
AA Jhunjhunwala,2012,3.0,36.0,39.0,1.0,39.0,6.5,36.0
AA Kazi,2011,1.0,13.0,21.0,1.0,21.0,9.692307692307693,13.0
AA Noffke,2008,1.0,25.0,41.0,1.0,41.0,9.84,25.0
AB Agarkar,2008,9.0,168.0,211.0,8.0,26.375,7.535714285714286,21.0
AB Agarkar,2009,11.0,199.0,293.0,8.0,36.625,8.834170854271358,24.875
AB Agarkar,2010,7.0,136.0,207.0,4.0,51.75,9.13235294117647,34.0
AB Agarkar,2011,7.0,164.0,236.0,9.0,26.22222222222222,8.634146341463415,18.22222222222222
AB Agarkar,2012,4.0,90.0,134.0,4.0,33.5,8.933333333333334,22.5
AB Agarkar,2013,4.0,63.0,93.0,0.0,0.0,8.857142857142858,0.0
AB Dinda,2008,12.0,245.0,266.0,11.0,24.181818181818183,6.514285714285714,22.272727272727273
AB Dinda,2009,8.0,150.0,195.0,6.0,32.5,7.8,25.0
AB Dinda,2010,7.0,144.0,155.0,12.0,12.916666666666666,6.458333333333333,12.0
AB Dinda,2011,5.0,107.0,159.0,5.0,31.8,8.915887850467291,21.4
AB Dinda,2012,7.0,154.0,171.0,10.0,17.1,6.662337662337662,15.4
AB Dinda,2013,13.0,304.0,466.0,18.0,25.88888888888889,9.197368421052632,16.88888888888889
AB Dinda,2014,9.0,195.0,271.0,5.0,54.2,8.338461538461539,39.0
AB Dinda,2015,2.0,33.0,63.0,0.0,0.0,11.454545454545455,0.0
AB Dinda,2016,9.0,192.0,236.0,13.0,18.153846153846153,7.375,14.76923076923077
AB Dinda,2017,3.0,65.0,121.0,2.0,60.5,11.169230769230769,32.5
AB McDonald,2009,1.0,18.0,22.0,0.0,0.0,7.333333333333333,0.0
AB McDonald,2010,4.0,85.0,138.0,8.0,17.25,9.741176470588236,10.625
AB McDonald,2011,1.0,12.0,23.0,0.0,0.0,11.5,0.0
AB McDonald,2012,3.0,61.0,63.0,5.0,12.6,6.19672131147541,12.2
AB McDonald,2013,1.0,12.0,17.0,1.0,17.0,8.5,12.0
AC Gilchrist,2013,1.0,1.0,0.0,1.0,0.0,0.0,1.0
AC Thomas,2011,11.0,240.0,300.0,11.0,27.272727272727273,7.5,21.818181818181817
AC Thomas,2012,4.0,87.0,116.0,5.0,23.2,8.0,17.4
AC Voges,2010,7.0,56.0,76.0,1.0,76.0,8.142857142857142,56.0
AD Mascarenhas,2008,1.0,25.0,31.0,2.0,15.5,7.4399999999999995,12.5
AD Mascarenhas,2009,5.0,116.0,133.0,6.0,22.166666666666668,6.879310344827586,19.333333333333332
AD Mascarenhas,2010,2.0,48.0,66.0,4.0,16.5,8.25,12.0
AD Mascarenhas,2012,4.0,97.0,110.0,7.0,15.714285714285714,6.804123711340206,13.857142857142858
AD Mascarenhas,2013,1.0,24.0,25.0,0.0,0.0,6.25,0.0
AD Mathews,2009,1.0,15.0,32.0,0.0,0.0,12.8,0.0
AD Mathews,2010,12.0,230.0,317.0,8.0,39.625,8.269565217391303,28.75
AD Mathews,2012,9.0,158.0,195.0,7.0,27.857142857142858,7.405063291139241,22.571428571428573
AD Mathews,2013,10.0,188.0,245.0,6.0,40.833333333333336,7.819148936170213,31.333333333333332
AD Mathews,2015,10.0,185.0,249.0,7.0,35.57142857142857,8.075675675675676,26.428571428571427
AD Mathews,2017,2.0,31.0,57.0,0.0,0.0,11.032258064516128,0.0
AD Russell,2012,4.0,98.0,162.0,1.0,162.0,9.918367346938776,98.0
AD Russell,2013,3.0,44.0,68.0,0.0,0.0,9.272727272727273,0.0
AD Russell,2014,2.0,31.0,54.0,2.0,27.0,10.451612903225806,15.5
AD Russell,2015,13.0,254.0,332.0,14.0,23.714285714285715,7.8425196850393695,18.142857142857142
AD Russell,2016,12.0,224.0,301.0,19.0,15.842105263157896,8.0625,11.789473684210526
AD Russell,2018,15.0,239.0,360.0,13.0,27.692307692307693,9.03765690376569,18.384615384615383
AD Russell,2019,12.0,182.0,288.0,11.0,26.181818181818183,9.494505494505495,16.545454545454547
AD Russell,2020,7.0,114.0,178.0,7.0,25.428571428571427,9.368421052631579,16.285714285714285
AD Russell,2021,8.0,122.0,189.0,11.0,17.181818181818183,9.295081967213115,11.090909090909092
AD Russell,2022,13.0,176.0,282.0,21.0,13.428571428571429,9.613636363636363,8.380952380952381
AD Russell,2023,9.0,99.0,173.0,7.0,24.714285714285715,10.484848484848484,14.142857142857142
AD Russell,2024,14.0,188.0,304.0,19.0,16.0,9.702127659574469,9.894736842105264
AF Milne,2016,1.0,25.0,44.0,1.0,44.0,10.559999999999999,25.0
AF Milne,2017,4.0,90.0,141.0,4.0,35.25,9.4,22.5
AF Milne,2021,4.0,87.0,135.0,4.0,33.75,9.310344827586206,21.75
AF Milne,2022,1.0,15.0,19.0,0.0,0.0,7.6,0.0
AG Murtaza,2010,3.0,73.0,93.0,4.0,23.25,7.6438356164383565,18.25
AG Murtaza,2011,5.0,122.0,122.0,5.0,24.4,6.0,24.4
AG Murtaza,2012,1.0,12.0,11.0,0.0,0.0,5.5,0.0
AG Murtaza,2013,3.0,62.0,96.0,3.0,32.0,9.29032258064516,20.666666666666668
AJ Finch,2010,1.0,7.0,5.0,0.0,0.0,4.285714285714286,0.0
AJ Finch,2011,1.0,13.0,13.0,0.0,0.0,6.0,0.0
AJ Finch,2013,3.0,24.0,49.0,1.0,49.0,12.25,24.0
AJ Hosein,2023,1.0,24.0,41.0,1.0,41.0,10.25,24.0
AJ Tye,2017,6.0,128.0,146.0,12.0,12.166666666666666,6.84375,10.666666666666666
AJ Tye,2018,14.0,353.0,459.0,28.0,16.392857142857142,7.80169971671388,12.607142857142858
AJ Tye,2019,6.0,137.0,233.0,3.0,77.66666666666667,10.204379562043796,45.666666666666664
AJ Tye,2020,1.0,27.0,54.0,2.0,27.0,12.0,13.5
AJ Tye,2022,3.0,69.0,113.0,3.0,37.666666666666664,9.826086956521738,23.0
AK Markram,2021,2.0,25.0,23.0,0.0,0.0,5.52,0.0
AK Markram,2022,4.0,36.0,64.0,1.0,64.0,10.666666666666666,36.0
AK Markram,2023,6.0,49.0,71.0,1.0,71.0,8.693877551020408,49.0
AK Markram,2024,2.0,13.0,15.0,0.0,0.0,6.923076923076923,0.0
AL Menaria,2011,9.0,93.0,121.0,2.0,60.5,7.806451612903226,46.5
AL Menaria,2012,3.0,20.0,23.0,1.0,23.0,6.8999999999999995,20.0
AM Nayar,2008,5.0,43.0,69.0,1.0,69.0,9.627906976744185,43.0
AM Nayar,2009,4.0,77.0,84.0,4.0,21.0,6.545454545454545,19.25
AM Nayar,2011,6.0,63.0,95.0,2.0,47.5,9.047619047619047,31.5
AM Nayar,2012,1.0,6.0,16.0,0.0,0.0,16.0,0.0
AM Nayar,2013,3.0,50.0,59.0,2.0,29.5,7.079999999999999,25.0
AM Rahane,2009,1.0,6.0,5.0,1.0,5.0,5.0,6.0
AM Salvi,2009,5.0,106.0,138.0,4.0,34.5,7.811320754716981,26.5
AM Salvi,2011,2.0,50.0,67.0,3.0,22.333333333333332,8.04,16.666666666666668
AN Ahmed,2010,1.0,14.0,26.0,0.0,0.0,11.142857142857142,0.0
AN Ahmed,2011,6.0,128.0,178.0,7.0,25.428571428571427,8.34375,18.285714285714285
AN Ahmed,2012,1.0,13.0,17.0,0.0,0.0,7.846153846153847,0.0
AN Ahmed,2013,2.0,42.0,45.0,3.0,15.0,6.428571428571429,14.0
AN Ahmed,2014,4.0,89.0,120.0,3.0,40.0,8.089887640449438,29.666666666666668
AN Ahmed,2015,3.0,76.0,129.0,2.0,64.5,10.18421052631579,38.0
AP Dole,2010,3.0,73.0,114.0,5.0,22.8,9.36986301369863,14.6
AR Patel,2014,17.0,403.0,424.0,19.0,22.31578947368421,6.312655086848634,21.210526315789473
AR Patel,2015,14.0,289.0,399.0,14.0,28.5,8.283737024221454,20.642857142857142
AR Patel,2016,14.0,294.0,395.0,13.0,30.384615384615383,8.061224489795919,22.615384615384617
AR Patel,2017,14.0,294.0,366.0,15.0,24.4,7.469387755102041,19.6
AR Patel,2018,8.0,158.0,221.0,3.0,73.66666666666667,8.39240506329114,52.666666666666664
AR Patel,2019,14.0,307.0,368.0,12.0,30.666666666666668,7.192182410423453,25.583333333333332
AR Patel,2020,15.0,308.0,329.0,11.0,29.90909090909091,6.409090909090909,28.0
AR Patel,2021,12.0,285.0,315.0,16.0,19.6875,6.631578947368421,17.8125
AR Patel,2022,13.0,261.0,323.0,6.0,53.833333333333336,7.425287356321839,43.5
AR Patel,2023,13.0,288.0,344.0,11.0,31.272727272727273,7.166666666666667,26.181818181818183
AR Patel,2024,14.0,265.0,340.0,11.0,30.90909090909091,7.69811320754717,24.09090909090909
AS Joseph,2019,3.0,55.0,89.0,6.0,14.833333333333334,9.709090909090909,9.166666666666666
AS Joseph,2022,9.0,185.0,269.0,8.0,33.625,8.724324324324325,23.125
AS Joseph,2023,7.0,150.0,226.0,7.0,32.285714285714285,9.04,21.428571428571427
AS Joseph,2024,3.0,64.0,123.0,1.0,123.0,11.53125,64.0
AS Rajpoot,2013,2.0,25.0,37.0,1.0,37.0,8.879999999999999,25.0
AS Rajpoot,2016,4.0,72.0,101.0,3.0,33.666666666666664,8.416666666666666,24.0
AS Rajpoot,2017,5.0,87.0,113.0,4.0,28.25,7.793103448275862,21.75
AS Rajpoot,2018,8.0,166.0,230.0,11.0,20.90909090909091,8.313253012048193,15.090909090909092
AS Rajpoot,2019,4.0,102.0,157.0,3.0,52.333333333333336,9.235294117647058,34.0
AS Rajpoot,2020,6.0,115.0,206.0,2.0,103.0,10.747826086956522,57.5
AS Raut,2009,4.0,24.0,37.0,0.0,0.0,9.25,0.0
AS Raut,2011,1.0,6.0,8.0,0.0,0.0,8.0,0.0
AS Roy,2019,1.0,15.0,11.0,1.0,11.0,4.4,15.0
AS Roy,2022,2.0,42.0,55.0,1.0,55.0,7.857142857142857,42.0
AS Roy,2023,3.0,51.0,65.0,3.0,21.666666666666668,7.647058823529412,17.0
AS Roy,2024,3.0,34.0,60.0,1.0,60.0,10.588235294117647,34.0
AU Rashid,2021,1.0,18.0,35.0,0.0,0.0,11.666666666666666,0.0
AU Rashid,2023,2.0,42.0,56.0,2.0,28.0,8.0,21.0
AUK Pathan,2011,2.0,35.0,49.0,0.0,0.0,8.4,0.0
AUK Pathan,2012,1.0,6.0,14.0,0.0,0.0,14.0,0.0
Abdul Samad,2020,3.0,43.0,96.0,1.0,96.0,13.395348837209301,43.0
Abdul Samad,2021,1.0,6.0,9.0,1.0,9.0,9.0,6.0
Abdul Samad,2022,1.0,6.0,8.0,0.0,0.0,8.0,0.0
Abdur Razzak,2008,1.0,14.0,29.0,0.0,0.0,12.428571428571427,0.0
Abhishek Sharma,2019,2.0,13.0,21.0,1.0,21.0,9.692307692307693,13.0
Abhishek Sharma,2020,6.0,61.0,92.0,2.0,46.0,9.049180327868854,30.5
Abhishek Sharma,2021,6.0,63.0,66.0,4.0,16.5,6.285714285714286,15.75
Abhishek Sharma,2022,3.0,24.0,39.0,0.0,0.0,9.75,0.0
Abhishek Sharma,2023,5.0,75.0,127.0,2.0,63.5,10.16,37.5
Abhishek Sharma,2024,4.0,42.0,51.0,2.0,25.5,7.285714285714286,21.0
Akash Deep,2022,5.0,119.0,206.0,6.0,34.333333333333336,10.38655462184874,19.833333333333332
Akash Deep,2023,2.0,33.0,63.0,1.0,63.0,11.454545454545455,33.0
Akash Deep,2024,1.0,23.0,55.0,1.0,55.0,14.347826086956522,23.0
Akash Madhwal,2023,8.0,160.0,222.0,16.0,13.875,8.325,10.0
Akash Madhwal,2024,5.0,119.0,209.0,6.0,34.833333333333336,10.53781512605042,19.833333333333332
Akash Singh,2021,1.0,24.0,39.0,0.0,0.0,9.75,0.0
Akash Singh,2023,6.0,117.0,188.0,5.0,37.6,9.64102564102564,23.4
Aman Hakim Khan,2022,1.0,6.0,13.0,0.0,0.0,13.0,0.0
Anand Rajan,2011,2.0,35.0,50.0,5.0,10.0,8.571428571428571,7.0
Anand Rajan,2012,4.0,76.0,113.0,3.0,37.666666666666664,8.921052631578947,25.333333333333332
Anand Rajan,2013,2.0,51.0,43.0,2.0,21.5,5.0588235294117645,25.5
Ankit Sharma,2012,9.0,147.0,167.0,4.0,41.75,6.816326530612245,36.75
Ankit Sharma,2013,1.0,12.0,17.0,0.0,0.0,8.5,0.0
Ankit Sharma,2014,2.0,48.0,44.0,4.0,11.0,5.5,12.0
Ankit Sharma,2015,4.0,86.0,114.0,3.0,38.0,7.953488372093023,28.666666666666668
Ankit Sharma,2016,3.0,70.0,84.0,1.0,84.0,7.2,70.0
Ankit Sharma,2017,1.0,6.0,16.0,0.0,0.0,16.0,0.0
Ankit Sharma,2018,1.0,6.0,11.0,0.0,0.0,11.0,0.0
Ankit Soni,2017,6.0,112.0,145.0,4.0,36.25,7.767857142857142,28.0
Anureet Singh,2009,2.0,34.0,47.0,2.0,23.5,8.294117647058822,17.0
Anureet Singh,2015,14.0,322.0,477.0,16.0,29.8125,8.888198757763975,20.125
Anureet Singh,2016,2.0,38.0,44.0,1.0,44.0,6.947368421052632,38.0
Anureet Singh,2017,1.0,12.0,26.0,0.0,0.0,13.0,0.0
Anureet Singh,2018,3.0,24.0,42.0,2.0,21.0,10.5,12.0
Arjun Tendulkar,2023,4.0,68.0,95.0,4.0,23.75,8.382352941176471,17.0
Arjun Tendulkar,2024,1.0,15.0,22.0,0.0,0.0,8.8,0.0
Arshad Khan,2023,6.0,97.0,192.0,5.0,38.4,11.876288659793813,19.4
Arshad Khan,2024,3.0,56.0,90.0,1.0,90.0,9.642857142857142,56.0
Arshad Khan (2),2024,1.0,13.0,25.0,0.0,0.0,11.53846153846154,0.0
Arshdeep Singh,2019,3.0,65.0,117.0,3.0,39.0,10.799999999999999,21.666666666666668
Arshdeep Singh,2020,8.0,158.0,219.0,11.0,19.90909090909091,8.316455696202532,14.363636363636363
Arshdeep Singh,2021,12.0,263.0,348.0,20.0,17.4,7.939163498098859,13.15
Arshdeep Singh,2022,14.0,317.0,402.0,12.0,33.5,7.608832807570978,26.416666666666668
Arshdeep Singh,2023,14.0,324.0,497.0,18.0,27.61111111111111,9.203703703703704,18.0
Arshdeep Singh,2024,14.0,326.0,514.0,20.0,25.7,9.460122699386503,16.3
Atharva Taide,2024,1.0,1.0,4.0,0.0,0.0,24.0,0.0
Avesh Khan,2017,1.0,24.0,24.0,1.0,24.0,6.0,24.0
Avesh Khan,2018,6.0,117.0,205.0,4.0,51.25,10.512820512820513,29.25
Avesh Khan,2019,1.0,19.0,30.0,0.0,0.0,9.473684210526317,0.0
Avesh Khan,2020,1.0,25.0,42.0,0.0,0.0,10.08,0.0
Avesh Khan,2021,16.0,383.0,466.0,27.0,17.25925925925926,7.300261096605744,14.185185185185185
Avesh Khan,2022,13.0,300.0,423.0,19.0,22.263157894736842,8.46,15.789473684210526
Avesh Khan,2023,9.0,176.0,287.0,8.0,35.875,9.78409090909091,22.0
Avesh Khan,2024,15.0,346.0,533.0,22.0,24.227272727272727,9.242774566473988,15.727272727272727
Azhar Mahmood,2012,11.0,265.0,331.0,14.0,23.642857142857142,7.49433962264151,18.928571428571427
Azhar Mahmood,2013,11.0,267.0,335.0,16.0,20.9375,7.52808988764045,16.6875
Azhar Mahmood,2015,1.0,20.0,41.0,1.0,41.0,12.299999999999999,20.0
Azmatullah Omarzai,2024,7.0,131.0,194.0,4.0,48.5,8.885496183206108,32.75
B Akhil,2008,6.0,105.0,138.0,3.0,46.0,7.885714285714286,35.0
B Akhil,2009,5.0,69.0,80.0,4.0,20.0,6.956521739130435,17.25
B Akhil,2010,1.0,6.0,6.0,0.0,0.0,6.0,0.0
B Akhil,2011,1.0,13.0,22.0,0.0,0.0,10.153846153846155,0.0
B Chipli,2011,1.0,6.0,20.0,0.0,0.0,20.0,0.0
B Geeves,2008,2.0,49.0,91.0,2.0,45.5,11.142857142857144,24.5
B Kumar,2011,4.0,67.0,68.0,3.0,22.666666666666668,6.089552238805971,22.333333333333332
B Kumar,2012,11.0,240.0,293.0,9.0,32.55555555555556,7.325,26.666666666666668
B Kumar,2013,16.0,359.0,381.0,13.0,29.307692307692307,6.367688022284122,27.615384615384617
B Kumar,2014,14.0,327.0,362.0,21.0,17.238095238095237,6.6422018348623855,15.571428571428571
B Kumar,2015,14.0,323.0,419.0,19.0,22.05263157894737,7.783281733746129,17.0
B Kumar,2016,17.0,414.0,503.0,24.0,20.958333333333332,7.2898550724637685,17.25
B Kumar,2017,14.0,324.0,384.0,28.0,13.714285714285714,7.111111111111111,11.571428571428571
B Kumar,2018,12.0,286.0,357.0,10.0,35.7,7.48951048951049,28.6
B Kumar,2019,15.0,367.0,466.0,14.0,33.285714285714285,7.618528610354224,26.214285714285715
B Kumar,2020,4.0,88.0,100.0,5.0,20.0,6.818181818181818,17.6
B Kumar,2021,11.0,259.0,337.0,6.0,56.166666666666664,7.806949806949808,43.166666666666664
B Kumar,2022,14.0,330.0,394.0,13.0,30.307692307692307,7.163636363636364,25.384615384615383
B Kumar,2023,14.0,319.0,432.0,19.0,22.736842105263158,8.12539184952978,16.789473684210527
B Kumar,2024,16.0,357.0,555.0,11.0,50.45454545454545,9.327731092436975,32.45454545454545
B Laughlin,2013,2.0,45.0,72.0,1.0,72.0,9.6,45.0
B Laughlin,2018,7.0,134.0,212.0,9.0,23.555555555555557,9.492537313432836,14.88888888888889
B Lee,2008,4.0,99.0,118.0,5.0,23.6,7.151515151515151,19.8
B Lee,2009,5.0,133.0,113.0,6.0,18.833333333333332,5.097744360902255,22.166666666666668
B Lee,2010,4.0,91.0,154.0,0.0,0.0,10.153846153846155,0.0
B Lee,2011,12.0,284.0,349.0,8.0,43.625,7.373239436619718,35.5
B Lee,2012,10.0,234.0,303.0,7.0,43.285714285714285,7.769230769230769,33.42857142857143
B Lee,2013,3.0,75.0,89.0,4.0,22.25,7.12,18.75
B Stanlake,2017,2.0,50.0,70.0,2.0,35.0,8.399999999999999,25.0
B Stanlake,2018,4.0,100.0,130.0,5.0,26.0,7.8,20.0
BA Bhatt,2011,8.0,172.0,233.0,9.0,25.88888888888889,8.127906976744185,19.11111111111111
BA Bhatt,2012,5.0,100.0,143.0,3.0,47.666666666666664,8.58,33.333333333333336
BA Bhatt,2013,2.0,31.0,32.0,1.0,32.0,6.193548387096774,31.0
BA Stokes,2017,12.0,274.0,327.0,14.0,23.357142857142858,7.160583941605839,19.571428571428573
BA Stokes,2018,12.0,232.0,307.0,9.0,34.111111111111114,7.939655172413794,25.77777777777778
BA Stokes,2019,6.0,109.0,200.0,6.0,33.333333333333336,11.009174311926605,18.166666666666668
BA Stokes,2020,6.0,96.0,159.0,2.0,79.5,9.9375,48.0
BA Stokes,2021,1.0,6.0,12.0,0.0,0.0,12.0,0.0
BA Stokes,2023,1.0,6.0,18.0,0.0,0.0,18.0,0.0
BAW Mendis,2008,1.0,24.0,24.0,1.0,24.0,6.0,24.0
BAW Mendis,2009,4.0,102.0,136.0,4.0,34.0,8.0,25.5
BAW Mendis,2010,2.0,50.0,68.0,2.0,34.0,8.16,25.0
BAW Mendis,2013,3.0,72.0,78.0,2.0,39.0,6.5,36.0
BB Sran,2015,1.0,20.0,36.0,0.0,0.0,10.799999999999999,0.0
BB Sran,2016,14.0,312.0,420.0,14.0,30.0,8.076923076923077,22.285714285714285
BB Sran,2017,1.0,13.0,29.0,0.0,0.0,13.384615384615385,0.0
BB Sran,2018,6.0,146.0,231.0,6.0,38.5,9.493150684931507,24.333333333333332
BB Sran,2019,2.0,25.0,51.0,0.0,0.0,12.239999999999998,0.0
BCJ Cutting,2014,1.0,24.0,31.0,2.0,15.5,7.75,12.0
BCJ Cutting,2016,4.0,68.0,80.0,5.0,16.0,7.0588235294117645,13.6
BCJ Cutting,2017,4.0,79.0,123.0,2.0,61.5,9.341772151898734,39.5
BCJ Cutting,2018,7.0,105.0,169.0,2.0,84.5,9.657142857142857,52.5
BCJ Cutting,2019,1.0,12.0,27.0,1.0,27.0,13.5,12.0
BE Hendricks,2014,3.0,75.0,127.0,4.0,31.75,10.16,18.75
BE Hendricks,2015,4.0,82.0,112.0,7.0,16.0,8.195121951219512,11.714285714285714
BJ Hodge,2009,9.0,123.0,167.0,7.0,23.857142857142858,8.146341463414634,17.571428571428573
BJ Hodge,2010,4.0,30.0,41.0,2.0,20.5,8.2,15.0
BJ Hodge,2011,4.0,67.0,77.0,8.0,9.625,6.895522388059702,8.375
BJ Hodge,2012,2.0,12.0,22.0,1.0,22.0,11.0,12.0
BJ Hodge,2013,1.0,6.0,3.0,0.0,0.0,3.0,0.0
BJ Rohrer,2013,1.0,7.0,12.0,0.0,0.0,10.285714285714285,0.0
BMAJ Mendis,2013,2.0,30.0,36.0,1.0,36.0,7.2,30.0
BW Hilfenhaus,2012,9.0,215.0,242.0,14.0,17.285714285714285,6.753488372093023,15.357142857142858
BW Hilfenhaus,2014,8.0,175.0,255.0,9.0,28.333333333333332,8.742857142857142,19.444444444444443
Basil Thampi,2017,12.0,278.0,428.0,15.0,28.533333333333335,9.237410071942445,18.533333333333335
Basil Thampi,2018,4.0,62.0,115.0,5.0,23.0,11.129032258064516,12.4
Basil Thampi,2019,3.0,73.0,115.0,0.0,0.0,9.452054794520548,0.0
Basil Thampi,2020,1.0,24.0,46.0,1.0,46.0,11.5,24.0
Basil Thampi,2022,5.0,102.0,158.0,5.0,31.6,9.294117647058824,20.4
Bipul Sharma,2010,4.0,60.0,94.0,4.0,23.5,9.4,15.0
Bipul Sharma,2011,4.0,78.0,80.0,5.0,16.0,6.153846153846154,15.6
Bipul Sharma,2012,3.0,48.0,82.0,0.0,0.0,10.25,0.0
