bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
KMDN Kulasekara,1.0,19.0,26.0,1.0,26.0,8.210526315789474,19.0
Kamran Khan,1.0,18.0,47.0,0.0,0.0,15.666666666666666,0.0
L Ablish,1.0,18.0,39.0,0.0,0.0,13.0,0.0
L Balaji,14.0,282.0,383.0,13.0,29.46153846153846,8.148936170212766,21.692307692307693
LRPL Taylor,1.0,6.0,11.0,0.0,0.0,11.0,0.0
M Kartik,6.0,130.0,170.0,2.0,85.0,7.846153846153846,65.0
M Manhas,3.0,42.0,42.0,0.0,0.0,6.0,0.0
M Morkel,11.0,274.0,336.0,14.0,24.0,7.357664233576643,19.571428571428573
M Muralitharan,5.0,117.0,145.0,2.0,72.5,7.435897435897436,58.5
MK Tiwary,2.0,13.0,23.0,0.0,0.0,10.615384615384617,0.0
MM Patel,15.0,329.0,377.0,22.0,17.136363636363637,6.875379939209727,14.954545454545455
MR Marsh,5.0,86.0,102.0,7.0,14.571428571428571,7.116279069767441,12.285714285714286
MS Gony,3.0,55.0,86.0,4.0,21.5,9.381818181818183,13.75
ND Doshi,3.0,32.0,62.0,1.0,62.0,11.625,32.0
NJ Rimmington,1.0,18.0,20.0,0.0,0.0,6.666666666666667,0.0
NL McCullum,2.0,30.0,35.0,0.0,0.0,7.0,0.0
NLTC Perera,4.0,86.0,114.0,5.0,22.8,7.953488372093023,17.2
P Kumar,13.0,283.0,353.0,10.0,35.3,7.484098939929329,28.3
P Parameswaran,5.0,97.0,137.0,4.0,34.25,8.474226804123711,24.25
P Prasanth,1.0,6.0,18.0,0.0,0.0,18.0,0.0
PC Valthaty,9.0,147.0,191.0,7.0,27.285714285714285,7.795918367346939,21.0
PP Chawla,12.0,253.0,340.0,16.0,21.25,8.063241106719367,15.8125
PP Ojha,10.0,224.0,281.0,12.0,23.416666666666668,7.5267857142857135,18.666666666666668
Pankaj Singh,1.0,12.0,24.0,0.0,0.0,12.0,0.0
R Ashwin,16.0,385.0,398.0,21.0,18.952380952380953,6.202597402597402,18.333333333333332
R Bhatia,12.0,194.0,213.0,10.0,21.3,6.587628865979381,19.4
R McLaren,6.0,111.0,182.0,5.0,36.4,9.837837837837839,22.2
R Ninan,2.0,36.0,65.0,3.0,21.666666666666668,10.833333333333334,12.0
R Sathish,4.0,31.0,41.0,0.0,0.0,7.935483870967741,0.0
R Sharma,14.0,302.0,278.0,17.0,16.352941176470587,5.523178807947019,17.764705882352942
R Vinay Kumar,13.0,278.0,345.0,17.0,20.294117647058822,7.446043165467626,16.352941176470587
RA Jadeja,14.0,261.0,307.0,9.0,34.111111111111114,7.057471264367816,29.0
RE van der Merwe,4.0,91.0,94.0,6.0,15.666666666666666,6.197802197802198,15.166666666666666
RG Sharma,3.0,25.0,53.0,0.0,0.0,12.719999999999999,0.0
RJ Harris,13.0,295.0,401.0,17.0,23.58823529411765,8.155932203389831,17.352941176470587
RN ten Doeschate,1.0,7.0,7.0,0.0,0.0,6.0,0.0
RP Singh,14.0,314.0,365.0,15.0,24.333333333333332,6.974522292993631,20.933333333333334
RR Powar,5.0,72.0,112.0,2.0,56.0,9.333333333333334,36.0
RV Gomez,8.0,91.0,125.0,5.0,25.0,8.241758241758243,18.2
RW Price,1.0,18.0,33.0,0.0,0.0,11.0,0.0
S Aravind,13.0,288.0,377.0,22.0,17.136363636363637,7.854166666666667,13.090909090909092
S Dhawan,2.0,12.0,12.0,1.0,12.0,6.0,12.0
S Ladda,2.0,25.0,42.0,0.0,0.0,10.08,0.0
S Nadeem,5.0,115.0,145.0,4.0,36.25,7.565217391304348,28.75
S Rana,1.0,4.0,2.0,0.0,0.0,3.0,0.0
S Randiv,8.0,180.0,223.0,8.0,27.875,7.433333333333334,22.5
S Sreesanth,9.0,206.0,212.0,7.0,30.285714285714285,6.174757281553398,29.428571428571427
S Sriram,1.0,6.0,25.0,0.0,0.0,25.0,0.0
SB Jakati,14.0,269.0,338.0,10.0,33.8,7.5390334572490705,26.9
SB Styris,1.0,6.0,13.0,0.0,0.0,13.0,0.0
SB Wagh,7.0,102.0,131.0,4.0,32.75,7.705882352941177,25.5
SJ Srivastava,6.0,128.0,187.0,9.0,20.77777777777778,8.765625,14.222222222222221
SK Raina,12.0,173.0,209.0,5.0,41.8,7.248554913294798,34.6
SK Trivedi,12.0,224.0,307.0,13.0,23.615384615384617,8.223214285714285,17.23076923076923
SK Warne,12.0,286.0,298.0,14.0,21.285714285714285,6.251748251748252,20.428571428571427
SL Malinga,16.0,397.0,393.0,30.0,13.1,5.9395465994962215,13.233333333333333
SR Watson,10.0,226.0,248.0,8.0,31.0,6.5840707964601775,28.25
SS Mundhe,1.0,7.0,6.0,1.0,6.0,5.142857142857142,7.0
STR Binny,3.0,25.0,44.0,0.0,0.0,10.559999999999999,0.0
SW Tait,4.0,102.0,137.0,6.0,22.833333333333332,8.058823529411764,17.0
Shakib Al Hasan,7.0,158.0,177.0,11.0,16.09090909090909,6.7215189873417724,14.363636363636363
TG Southee,5.0,119.0,167.0,4.0,41.75,8.420168067226891,29.75
TL Suman,3.0,36.0,50.0,0.0,0.0,8.333333333333334,0.0
TM Dilshan,6.0,74.0,108.0,1.0,108.0,8.756756756756756,74.0
UT Yadav,6.0,113.0,172.0,3.0,57.333333333333336,9.132743362831858,37.666666666666664
V Kohli,10.0,106.0,140.0,2.0,70.0,7.924528301886792,53.0
VR Aaron,3.0,77.0,83.0,2.0,41.5,6.467532467532467,38.5
VS Malik,1.0,12.0,14.0,0.0,0.0,7.0,0.0
WD Parnell,8.0,184.0,222.0,10.0,22.2,7.239130434782608,18.4
Y Gnaneswara Rao,1.0,6.0,7.0,0.0,0.0,7.0,0.0
Y Nagar,5.0,34.0,67.0,1.0,67.0,11.823529411764705,34.0
Y Venugopal Rao,2.0,12.0,26.0,0.0,0.0,13.0,0.0
YK Pathan,14.0,241.0,244.0,13.0,18.76923076923077,6.0746887966804985,18.53846153846154
Yuvraj Singh,13.0,175.0,193.0,9.0,21.444444444444443,6.6171428571428565,19.444444444444443
Z Khan,15.0,373.0,465.0,15.0,31.0,7.479892761394102,24.866666666666667
